ticker,company,keywords
JNJ,Johnson & Johnson,"['JNJ', 'Johnson & Johnson']"
JNPR,"Juniper Networks, Inc.","['JNPR', 'Juniper Networks']"
JOBY,"Joby Aviation, Inc.","['JOBY', 'Joby Aviation']"
JOE,The St. Joe Company,"['JOE', 'St Joe']"
JPM,JPMorgan Chase & Co.,"['JPM', 'JPMorgan Chase &']"
JWN,"Nordstrom, Inc.","['JWN', 'Nordstrom']"
JXN,Jackson Financial Inc.,"['JXN', 'Jackson Financial']"
K,Kellanova,"['K', 'Kellanova']"
KAI,Kadant Inc.,"['KAI', 'Kadant']"
KAMN,Kaman Corporation,"['KAMN', 'Kaman']"
KAR,"OPENLANE, Inc.","['KAR', 'OPENLANE']"
KB,KB Financial Group Inc.,"['KB', 'KB Financial']"
KBH,KB Home,"['KBH', 'KB Home']"
KBR,"KBR, Inc.","['KBR', 'KBR']"
KD,"Kyndryl Holdings, Inc.","['KD', 'Kyndryl Holdings']"
KEP,Korea Electric Power Corporation,"['KEP', 'Korea Electric Power']"
KEX,Kirby Corporation,"['KEX', 'Kirby']"
KEY,KeyCorp,"['KEY', 'KeyCorp']"
KEYS,"Keysight Technologies, Inc.","['KEYS', 'Keysight Technologies']"
KFY,Korn Ferry,"['KFY', 'Korn Ferry']"
KGC,Kinross Gold Corporation,"['KGC', 'Kinross Gold']"
KIM,Kimco Realty Corporation,"['KIM', 'Kimco Realty']"
KIND,"Nextdoor Holdings, Inc.","['KIND', 'Nextdoor Holdings']"
KKR,KKR & Co. Inc.,"['KKR', 'KKR &']"
KLG,WK Kellogg Co,"['KLG', 'WK Kellogg']"
KMB,Kimberly-Clark Corporation,"['KMB', 'Kimberly-Clark']"
KMI,"Kinder Morgan, Inc.","['KMI', 'Kinder Morgan']"
KMPR,Kemper Corporation,"['KMPR', 'Kemper']"
KMT,Kennametal Inc.,"['KMT', 'Kennametal']"
KMX,"CarMax, Inc.","['KMX', 'CarMax']"
KN,Knowles Corporation,"['KN', 'Knowles']"
KNOP,KNOT Offshore Partners LP,"['KNOP', 'KNOT Offshore Partners']"
KNSL,"Kinsale Capital Group, Inc.","['KNSL', 'Kinsale Capital']"
KNTK,Kinetik Holdings Inc.,"['KNTK', 'Kinetik Holdings']"
KNX,Knight-Swift Transportation Holdings Inc.,"['KNX', 'Knight-Swift Transportation Holdings']"
KO,The Coca-Cola Company,"['KO', 'Coca-Cola']"
KODK,Eastman Kodak Company,"['KODK', 'Eastman Kodak']"
KOF,"Coca-Cola FEMSA, S.A.B. de C.V.","['KOF', 'Coca-Cola FEMSA SAB de CV']"
KOP,Koppers Holdings Inc.,"['KOP', 'Koppers Holdings']"
KOS,Kosmos Energy Ltd.,"['KOS', 'Kosmos Energy']"
KR,The Kroger Co.,"['KR', 'Kroger']"
KRC,Kilroy Realty Corporation,"['KRC', 'Kilroy Realty']"
KREF,KKR Real Estate Finance Trust Inc.,"['KREF', 'KKR Real Estate Finance Trust']"
KRG,Kite Realty Group Trust,"['KRG', 'Kite Realty Trust']"
KRO,"Kronos Worldwide, Inc.","['KRO', 'Kronos Worldwide']"
KSS,Kohl's Corporation,"['KSS', ""Kohl's""]"
KT,KT Corporation,"['KT', 'KT']"
KTB,"Kontoor Brands, Inc.","['KTB', 'Kontoor Brands']"
KVUE,Kenvue Inc.,"['KVUE', 'Kenvue']"
KVYO,"Klaviyo, Inc.","['KVYO', 'Klaviyo']"
KW,"Kennedy-Wilson Holdings, Inc.","['KW', 'Kennedy-Wilson Holdings']"
KWR,Quaker Chemical Corporation,"['KWR', 'Quaker Chemical']"
L,Loews Corporation,"['L', 'Loews']"
LAAC,Lithium Americas (Argentina) Corp.,"['LAAC', 'Lithium Americas (Argentina)']"
LAC,Lithium Americas Corp.,"['LAC', 'Lithium Americas']"
LAD,"Lithia Motors, Inc.","['LAD', 'Lithia Motors']"
LADR,Ladder Capital Corp,"['LADR', 'Ladder Capital']"
LAW,"CS Disco, Inc.","['LAW', 'CS Disco']"
LAZ,Lazard Ltd,"['LAZ', 'Lazard']"
LBRT,Liberty Energy Inc.,"['LBRT', 'Liberty Energy']"
LC,LendingClub Corporation,"['LC', 'LendingClub']"
LCII,LCI Industries,"['LCII', 'LCI Industries']"
LDI,"loanDepot, Inc.","['LDI', 'loanDepot']"
LDOS,"Leidos Holdings, Inc.","['LDOS', 'Leidos Holdings']"
LEA,Lear Corporation,"['LEA', 'Lear']"
LEG,"Leggett & Platt, Incorporated","['LEG', 'Leggett & Platt']"
LEN,Lennar Corporation,"['LEN', 'Lennar']"
LEVI,Levi Strauss & Co.,"['LEVI', 'Levi Strauss &']"
LH,Laboratory Corporation of America Holdings,"['LH', 'Laboratory of America Holdings']"
LHX,"L3Harris Technologies, Inc.","['LHX', 'L3Harris Technologies']"
LII,Lennox International Inc.,"['LII', 'Lennox']"
LL,"LL Flooring Holdings, Inc.","['LL', 'LL Flooring Holdings']"
LLAP,Terran Orbital Corporation,"['LLAP', 'Terran Orbital']"
LLY,Eli Lilly and Company,"['LLY', 'Eli Lilly']"
LMND,"Lemonade, Inc.","['LMND', 'Lemonade']"
LMT,Lockheed Martin Corporation,"['LMT', 'Lockheed Martin']"
LNC,Lincoln National Corporation,"['LNC', 'Lincoln National']"
LNN,Lindsay Corporation,"['LNN', 'Lindsay']"
LOB,"Live Oak Bancshares, Inc.","['LOB', 'Live Oak Bancshares']"
LOW,"Lowe's Companies, Inc.","['LOW', ""Lowe's Companies""]"
LPG,Dorian LPG Ltd.,"['LPG', 'Dorian LPG']"
LPL,"LG Display Co., Ltd.","['LPL', 'LG Display']"
LPX,Louisiana-Pacific Corporation,"['LPX', 'Louisiana-Pacific']"
LRN,"Stride, Inc.","['LRN', 'Stride']"
LSPD,Lightspeed Commerce Inc.,"['LSPD', 'Lightspeed Commerce']"
LTC,"LTC Properties, Inc.","['LTC', 'LTC Properties']"
LTH,"Life Time Group Holdings, Inc.","['LTH', 'Life Time Holdings']"
LTHM,Livent Corporation,"['LTHM', 'Livent']"
LU,Lufax Holding Ltd,"['LU', 'Lufax Holding']"
LUMN,"Lumen Technologies, Inc.","['LUMN', 'Lumen Technologies']"
LUV,Southwest Airlines Co.,"['LUV', 'Southwest Airlines']"
LVS,Las Vegas Sands Corp.,"['LVS', 'Las Vegas Sands']"
LW,"Lamb Weston Holdings, Inc.","['LW', 'Lamb Weston Holdings']"
LXP,LXP Industrial Trust,"['LXP', 'LXP Industrial Trust']"
LXU,"LSB Industries, Inc.","['LXU', 'LSB Industries']"
LYB,LyondellBasell Industries N.V.,"['LYB', 'LyondellBasell Industries NV']"
LYG,Lloyds Banking Group plc,"['LYG', 'Lloyds Banking']"
LYV,"Live Nation Entertainment, Inc.","['LYV', 'Live Nation Entertainment']"
LZB,La-Z-Boy Incorporated,"['LZB', 'La-Z-Boy']"
M,"Macy's, Inc.","['M', ""Macy's""]"
MA,Mastercard Incorporated,"['MA', 'Mastercard']"
MAA,"Mid-America Apartment Communities, Inc.","['MAA', 'Mid-America Apartment Communities']"
MAC,The Macerich Company,"['MAC', 'Macerich']"
MAIN,Main Street Capital Corporation,"['MAIN', 'Main Street Capital']"
MAN,ManpowerGroup Inc.,"['MAN', 'ManpowerGroup']"
MANU,Manchester United plc,"['MANU', 'Manchester United']"
MAS,Masco Corporation,"['MAS', 'Masco']"
MATV,"Mativ Holdings, Inc.","['MATV', 'Mativ Holdings']"
MATX,"Matson, Inc.","['MATX', 'Matson']"
MAX,"MediaAlpha, Inc.","['MAX', 'MediaAlpha']"
MBC,"MasterBrand, Inc.","['MBC', 'MasterBrand']"
MBI,MBIA Inc.,"['MBI', 'MBIA']"
MC,Moelis & Company,"['MC', 'Moelis &']"
MCB,Metropolitan Bank Holding Corp.,"['MCB', 'Metropolitan Holding']"
MCD,McDonald's Corporation,"['MCD', ""McDonald's""]"
MCK,McKesson Corporation,"['MCK', 'McKesson']"
MCO,Moody's Corporation,"['MCO', ""Moody's""]"
MCS,The Marcus Corporation,"['MCS', 'Marcus']"
MCW,"Mister Car Wash, Inc.","['MCW', 'Mister Car Wash']"
MCY,Mercury General Corporation,"['MCY', 'Mercury General']"
MD,"Pediatrix Medical Group, Inc.","['MD', 'Pediatrix Medical']"
MDC,"M.D.C. Holdings, Inc.","['MDC', 'MDC Holdings']"
MDT,Medtronic plc,"['MDT', 'Medtronic']"
MDU,"MDU Resources Group, Inc.","['MDU', 'MDU Resources']"
MED,"Medifast, Inc.","['MED', 'Medifast']"
MEG,"Montrose Environmental Group, Inc.","['MEG', 'Montrose Environmental']"
MEI,"Methode Electronics, Inc.","['MEI', 'Methode Electronics']"
MET,"MetLife, Inc.","['MET', 'MetLife']"
MFA,"MFA Financial, Inc.","['MFA', 'MFA Financial']"
MFC,Manulife Financial Corporation,"['MFC', 'Manulife Financial']"
MFG,"Mizuho Financial Group, Inc.","['MFG', 'Mizuho Financial']"
MG,"Mistras Group, Inc.","['MG', 'Mistras']"
MGA,Magna International Inc.,"['MGA', 'Magna']"
MGM,MGM Resorts International,"['MGM', 'MGM Resorts']"
MGY,Magnolia Oil & Gas Corporation,"['MGY', 'Magnolia Oil & Gas']"
MHK,"Mohawk Industries, Inc.","['MHK', 'Mohawk Industries']"
MHO,"M/I Homes, Inc.","['MHO', 'M/I Homes']"
MIR,"Mirion Technologies, Inc.","['MIR', 'Mirion Technologies']"
MKC,"McCormick & Company, Incorporated","['MKC', 'McCormick &']"
MKL,Markel Group Inc.,"['MKL', 'Markel']"
ML,MoneyLion Inc.,"['ML', 'MoneyLion']"
MLI,"Mueller Industries, Inc.","['MLI', 'Mueller Industries']"
MLM,"Martin Marietta Materials, Inc.","['MLM', 'Martin Marietta Materials']"
MLNK,"MeridianLink, Inc.","['MLNK', 'MeridianLink']"
MLR,"Miller Industries, Inc.","['MLR', 'Miller Industries']"
MMC,"Marsh & McLennan Companies, Inc.","['MMC', 'Marsh & McLennan Companies']"
MMI,"Marcus & Millichap, Inc.","['MMI', 'Marcus & Millichap']"
MMM,3M Company,"['MMM', '3M']"
MMS,"Maximus, Inc.","['MMS', 'Maximus']"
MNSO,MINISO Group Holding Limited,"['MNSO', 'MINISO Holding']"
MO,"Altria Group, Inc.","['MO', 'Altria']"
MOD,Modine Manufacturing Company,"['MOD', 'Modine']"
MODG,Topgolf Callaway Brands Corp.,"['MODG', 'Topgolf Callaway Brands']"
MODN,"Model N, Inc.","['MODN', 'Model N']"
MOH,"Molina Healthcare, Inc.","['MOH', 'Molina Healthcare']"
MOS,The Mosaic Company,"['MOS', 'Mosaic']"
MOV,"Movado Group, Inc.","['MOV', 'Movado']"
MP,MP Materials Corp.,"['MP', 'MP Materials']"
MPC,Marathon Petroleum Corporation,"['MPC', 'Marathon Petroleum']"
MPLX,MPLX LP,"['MPLX', 'MPLX']"
MPW,"Medical Properties Trust, Inc.","['MPW', 'Medical Properties Trust']"
MPX,Marine Products Corporation,"['MPX', 'Marine Products']"
MRC,MRC Global Inc.,"['MRC', 'MRC Global']"
MRK,"Merck & Co., Inc.","['MRK', 'Merck &']"
MRO,Marathon Oil Corporation,"['MRO', 'Marathon Oil']"
MS,Morgan Stanley,"['MS', 'Morgan Stanley']"
MSA,MSA Safety Incorporated,"['MSA', 'MSA Safety']"
MSB,Mesabi Trust,"['MSB', 'Mesabi Trust']"
MSCI,MSCI Inc.,"['MSCI', 'MSCI']"
MSGE,Madison Square Garden Entertainment Corp.,"['MSGE', 'Madison Square Garden Entertainment']"
MSGS,Madison Square Garden Sports Corp.,"['MSGS', 'Madison Square Garden Sports']"
MSI,"Motorola Solutions, Inc.","['MSI', 'Motorola Solutions']"
MSM,"MSC Industrial Direct Co., Inc.","['MSM', 'MSC Industrial Direct']"
MT,ArcelorMittal S.A.,"['MT', 'ArcelorMittal']"
MTB,M&T Bank Corporation,"['MTB', 'M&T']"
MTD,Mettler-Toledo International Inc.,"['MTD', 'Mettler-Toledo']"
MTDR,Matador Resources Company,"['MTDR', 'Matador Resources']"
MTG,MGIC Investment Corporation,"['MTG', 'MGIC Investment']"
MTH,Meritage Homes Corporation,"['MTH', 'Meritage Homes']"
MTN,"Vail Resorts, Inc.","['MTN', 'Vail Resorts']"
MTRN,Materion Corporation,"['MTRN', 'Materion']"
MTW,"The Manitowoc Company, Inc.","['MTW', 'Manitowoc']"
MTX,Minerals Technologies Inc.,"['MTX', 'Minerals Technologies']"
MTZ,"MasTec, Inc.","['MTZ', 'MasTec']"
MUC,"BlackRock MuniHoldings California Quality Fund, Inc.","['MUC', 'BlackRock MuniHoldings California Quality Fund']"
MUFG,"Mitsubishi UFJ Financial Group, Inc.","['MUFG', 'Mitsubishi UFJ Financial']"
MUR,Murphy Oil Corporation,"['MUR', 'Murphy Oil']"
MUSA,Murphy USA Inc.,"['MUSA', 'Murphy USA']"
MUX,McEwen Mining Inc.,"['MUX', 'McEwen Mining']"
MWA,"Mueller Water Products, Inc.","['MWA', 'Mueller Water Products']"
MX,Magnachip Semiconductor Corporation,"['MX', 'Magnachip Semiconductor']"
MYE,"Myers Industries, Inc.","['MYE', 'Myers Industries']"
MYTE,MYT Netherlands Parent B.V.,"['MYTE', 'MYT Netherlands Parent']"
NABL,"N-able, Inc.","['NABL', 'N-able']"
NAPA,"The Duckhorn Portfolio, Inc.","['NAPA', 'Duckhorn Portfolio']"
NAT,Nordic American Tankers Limited,"['NAT', 'Nordic American Tankers']"
NBHC,National Bank Holdings Corporation,"['NBHC', 'National Holdings']"
NBR,Nabors Industries Ltd.,"['NBR', 'Nabors Industries']"
NCLH,Norwegian Cruise Line Holdings Ltd.,"['NCLH', 'Norwegian Cruise Line Holdings']"
NE,Noble Corporation Plc,"['NE', 'Noble']"
NEE,"NextEra Energy, Inc.","['NEE', 'NextEra Energy']"
NEM,Newmont Corporation,"['NEM', 'Newmont']"
NEP,"NextEra Energy Partners, LP","['NEP', 'NextEra Energy Partners']"
NET,"Cloudflare, Inc.","['NET', 'Cloudflare']"
NETI,Eneti Inc.,"['NETI', 'Eneti']"
NEU,NewMarket Corporation,"['NEU', 'NewMarket']"
NFG,National Fuel Gas Company,"['NFG', 'National Fuel Gas']"
NGG,National Grid plc,"['NGG', 'National Grid']"
NGVC,"Natural Grocers by Vitamin Cottage, Inc.","['NGVC', 'Natural Grocers by Vitamin Cottage']"
NGVT,Ingevity Corporation,"['NGVT', 'Ingevity']"
NHI,"National Health Investors, Inc.","['NHI', 'National Health Investors']"
NI,NiSource Inc.,"['NI', 'NiSource']"
NIC,"Nicolet Bankshares, Inc.","['NIC', 'Nicolet Bankshares']"
NIO,NIO Inc.,"['NIO', 'NIO']"
NJR,New Jersey Resources Corporation,"['NJR', 'New Jersey Resources']"
NKE,"NIKE, Inc.","['NKE', 'NIKE']"
NLOP,,"['NLOP', '']"
NLY,"Annaly Capital Management, Inc.","['NLY', 'Annaly Capital Management']"
NMM,Navios Maritime Partners L.P.,"['NMM', 'Navios Maritime Partners']"
NMR,"Nomura Holdings, Inc.","['NMR', 'Nomura Holdings']"
NNI,"Nelnet, Inc.","['NNI', 'Nelnet']"
NNN,"NNN REIT, Inc.","['NNN', 'NNN REIT']"
NOAH,Noah Holdings Limited,"['NOAH', 'Noah Holdings']"
NOC,Northrop Grumman Corporation,"['NOC', 'Northrop Grumman']"
NOG,"Northern Oil and Gas, Inc.","['NOG', 'Northern Oil Gas']"
NOK,Nokia Oyj,"['NOK', 'Nokia Oyj']"
NOMD,Nomad Foods Limited,"['NOMD', 'Nomad Foods']"
NOV,NOV Inc.,"['NOV', 'NOV']"
NOVA,Sunnova Energy International Inc.,"['NOVA', 'Sunnova Energy']"
NOW,"ServiceNow, Inc.","['NOW', 'ServiceNow']"
NPK,"National Presto Industries, Inc.","['NPK', 'National Presto Industries']"
NPO,Enpro Inc.,"['NPO', 'Enpro']"
NRDY,"Nerdy, Inc.","['NRDY', 'Nerdy']"
NRG,"NRG Energy, Inc.","['NRG', 'NRG Energy']"
NRGV,"Energy Vault Holdings, Inc.","['NRGV', 'Energy Vault Holdings']"
NRP,Natural Resource Partners L.P.,"['NRP', 'Natural Resource Partners']"
NS,NuStar Energy L.P.,"['NS', 'NuStar Energy']"
NSA,National Storage Affiliates Trust,"['NSA', 'National Storage Affiliates Trust']"
NSC,Norfolk Southern Corporation,"['NSC', 'Norfolk Southern']"
NSP,"Insperity, Inc.","['NSP', 'Insperity']"
NTB,The Bank of N.T. Butterfield & Son Limited,"['NTB', 'of NT Butterfield & Son']"
NTCO,Natura &Co Holding S.A.,"['NTCO', 'Natura &Co Holding']"
NTR,Nutrien Ltd.,"['NTR', 'Nutrien']"
NTST,NETSTREIT Corp.,"['NTST', 'NETSTREIT']"
NU,Nu Holdings Ltd.,"['NU', 'Nu Holdings']"
NUE,Nucor Corporation,"['NUE', 'Nucor']"
NUS,"Nu Skin Enterprises, Inc.","['NUS', 'Nu Skin']"
NUVB,Nuvation Bio Inc.,"['NUVB', 'Nuvation Bio']"
NVO,Novo Nordisk A/S,"['NVO', 'Novo Nordisk A/S']"
NVR,"NVR, Inc.","['NVR', 'NVR']"
NVRI,Enviri Corporation,"['NVRI', 'Enviri']"
NVRO,Nevro Corp.,"['NVRO', 'Nevro']"
NVS,Novartis AG,"['NVS', 'Novartis AG']"
NVST,Envista Holdings Corporation,"['NVST', 'Envista Holdings']"
NVT,nVent Electric plc,"['NVT', 'nVent Electric']"
NWG,NatWest Group plc,"['NWG', 'NatWest']"
NWN,Northwest Natural Holding Company,"['NWN', 'Northwest Natural Holding']"
NX,Quanex Building Products Corporation,"['NX', 'Quanex Building Products']"
NXE,NexGen Energy Ltd.,"['NXE', 'NexGen Energy']"
NXRT,"NexPoint Residential Trust, Inc.","['NXRT', 'NexPoint Residential Trust']"
NYCB,"New York Community Bancorp, Inc.","['NYCB', 'New York Community Bancorp']"
NYT,The New York Times Company,"['NYT', 'New York Times']"
O,Realty Income Corporation,"['O', 'Realty Income']"
OBK,"Origin Bancorp, Inc.","['OBK', 'Origin Bancorp']"
OC,Owens Corning,"['OC', 'Owens Corning']"
OCN,Ocwen Financial Corporation,"['OCN', 'Ocwen Financial']"
OEC,Orion S.A.,"['OEC', 'Orion']"
OFG,OFG Bancorp,"['OFG', 'OFG Bancorp']"
OGE,OGE Energy Corp.,"['OGE', 'OGE Energy']"
OGN,Organon & Co.,"['OGN', 'Organon &']"
OGS,"ONE Gas, Inc.","['OGS', 'ONE Gas']"
OHI,"Omega Healthcare Investors, Inc.","['OHI', 'Omega Healthcare Investors']"
OI,"O-I Glass, Inc.","['OI', 'O-I Glass']"
OII,"Oceaneering International, Inc.","['OII', 'Oceaneering']"
OIS,"Oil States International, Inc.","['OIS', 'Oil States']"
OKE,"ONEOK, Inc.","['OKE', 'ONEOK']"
OLN,Olin Corporation,"['OLN', 'Olin']"
OLO,Olo Inc.,"['OLO', 'Olo']"
OLP,"One Liberty Properties, Inc.","['OLP', 'One Liberty Properties']"
OMC,Omnicom Group Inc.,"['OMC', 'Omnicom']"
OMF,"OneMain Holdings, Inc.","['OMF', 'OneMain Holdings']"
OMI,"Owens & Minor, Inc.","['OMI', 'Owens & Minor']"
ONL,Orion Office REIT Inc.,"['ONL', 'Orion Office REIT']"
ONON,On Holding AG,"['ONON', 'On Holding AG']"
ONTF,"ON24, Inc.","['ONTF', 'ON24']"
ONTO,Onto Innovation Inc.,"['ONTO', 'Onto Innovation']"
OOMA,"Ooma, Inc.","['OOMA', 'Ooma']"
OPFI,OppFi Inc.,"['OPFI', 'OppFi']"
OPY,Oppenheimer Holdings Inc.,"['OPY', 'Oppenheimer Holdings']"
OR,Osisko Gold Royalties Ltd,"['OR', 'Osisko Gold Royalties']"
ORA,"Ormat Technologies, Inc.","['ORA', 'Ormat Technologies']"
ORAN,Orange S.A.,"['ORAN', 'Orange']"
ORC,"Orchid Island Capital, Inc.","['ORC', 'Orchid Island Capital']"
ORCL,Oracle Corporation,"['ORCL', 'Oracle']"
ORI,Old Republic International Corporation,"['ORI', 'Old Republic']"
OSCR,"Oscar Health, Inc.","['OSCR', 'Oscar Health']"
OSK,Oshkosh Corporation,"['OSK', 'Oshkosh']"
OTIS,Otis Worldwide Corporation,"['OTIS', 'Otis Worldwide']"
OUT,OUTFRONT Media Inc.,"['OUT', 'OUTFRONT Media']"
OVV,Ovintiv Inc.,"['OVV', 'Ovintiv']"
OWL,Blue Owl Capital Inc.,"['OWL', 'Blue Owl Capital']"
OXM,"Oxford Industries, Inc.","['OXM', 'Oxford Industries']"
OXY,Occidental Petroleum Corporation,"['OXY', 'Occidental Petroleum']"
PAAS,Pan American Silver Corp.,"['PAAS', 'Pan American Silver']"
PAC,"Grupo Aeroportuario del Pacífico, S.A.B. de C.V.","['PAC', 'Grupo Aeroportuario del Pacífico SAB de CV']"
PACK,Ranpak Holdings Corp.,"['PACK', 'Ranpak Holdings']"
PAG,"Penske Automotive Group, Inc.","['PAG', 'Penske Automotive']"
PAGS,PagSeguro Digital Ltd.,"['PAGS', 'PagSeguro Digital']"
PAM,Pampa Energía S.A.,"['PAM', 'Pampa Energía']"
PAR,PAR Technology Corporation,"['PAR', 'PAR Technology']"
PARR,"Par Pacific Holdings, Inc.","['PARR', 'Par Pacific Holdings']"
PATH,UiPath Inc.,"['PATH', 'UiPath']"
PAY,"Paymentus Holdings, Inc.","['PAY', 'Paymentus Holdings']"
PAYC,"Paycom Software, Inc.","['PAYC', 'Paycom Software']"
PB,"Prosperity Bancshares, Inc.","['PB', 'Prosperity Bancshares']"
PBA,Pembina Pipeline Corporation,"['PBA', 'Pembina Pipeline']"
PBF,PBF Energy Inc.,"['PBF', 'PBF Energy']"
PBH,Prestige Consumer Healthcare Inc.,"['PBH', 'Prestige Consumer Healthcare']"
PBI,Pitney Bowes Inc.,"['PBI', 'Pitney Bowes']"
PBR,Petróleo Brasileiro S.A. - Petrobras,"['PBR', 'Petróleo Brasileiro - Petrobras']"
PCG,PG&E Corporation,"['PCG', 'PG&E']"
PCOR,"Procore Technologies, Inc.","['PCOR', 'Procore Technologies']"
PD,"PagerDuty, Inc.","['PD', 'PagerDuty']"
PDM,"Piedmont Office Realty Trust, Inc.","['PDM', 'Piedmont Office Realty Trust']"
PEAK,"Healthpeak Properties, Inc.","['PEAK', 'Healthpeak Properties']"
PEB,Pebblebrook Hotel Trust,"['PEB', 'Pebblebrook Trust']"
PEG,Public Service Enterprise Group Incorporated,"['PEG', 'Public Enterprise']"
PEN,"Penumbra, Inc.","['PEN', 'Penumbra']"
PFE,Pfizer Inc.,"['PFE', 'Pfizer']"
PFGC,Performance Food Group Company,"['PFGC', 'Performance Food']"
PFLT,PennantPark Floating Rate Capital Ltd.,"['PFLT', 'PennantPark Floating Rate Capital']"
PFS,"Provident Financial Services, Inc.","['PFS', 'Provident Financial']"
PFSI,"PennyMac Financial Services, Inc.","['PFSI', 'PennyMac Financial']"
PG,The Procter & Gamble Company,"['PG', 'Procter & Gamble']"
PGR,The Progressive Corporation,"['PGR', 'Progressive']"
PGRE,"Paramount Group, Inc.","['PGRE', 'Paramount']"
PGTI,"PGT Innovations, Inc.","['PGTI', 'PGT Innovations']"
PH,Parker-Hannifin Corporation,"['PH', 'Parker-Hannifin']"
PHG,Koninklijke Philips N.V.,"['PHG', 'Koninklijke Philips NV']"
PHI,PLDT Inc.,"['PHI', 'PLDT']"
PHIN,PHINIA Inc.,"['PHIN', 'PHINIA']"
PHM,"PulteGroup, Inc.","['PHM', 'PulteGroup']"
PHR,"Phreesia, Inc.","['PHR', 'Phreesia']"
PII,Polaris Inc.,"['PII', 'Polaris']"
PINS,"Pinterest, Inc.","['PINS', 'Pinterest']"
PIPR,Piper Sandler Companies,"['PIPR', 'Piper Sandler Companies']"
PJT,PJT Partners Inc.,"['PJT', 'PJT Partners']"
PK,Park Hotels & Resorts Inc.,"['PK', 'Park & Resorts']"
PKG,Packaging Corporation of America,"['PKG', 'Packaging of America']"
PKX,POSCO Holdings Inc.,"['PKX', 'POSCO Holdings']"
PL,Planet Labs PBC,"['PL', 'Planet Labs PBC']"
PLD,"Prologis, Inc.","['PLD', 'Prologis']"
PLNT,"Planet Fitness, Inc.","['PLNT', 'Planet Fitness']"
PLOW,"Douglas Dynamics, Inc.","['PLOW', 'Douglas Dynamics']"
PLTR,Palantir Technologies Inc.,"['PLTR', 'Palantir Technologies']"
PLYM,"Plymouth Industrial REIT, Inc.","['PLYM', 'Plymouth Industrial REIT']"
PM,Philip Morris International Inc.,"['PM', 'Philip Morris']"
PMT,PennyMac Mortgage Investment Trust,"['PMT', 'PennyMac Mortgage Investment Trust']"
PNC,"The PNC Financial Services Group, Inc.","['PNC', 'PNC Financial']"
PNM,"PNM Resources, Inc.","['PNM', 'PNM Resources']"
PNR,Pentair plc,"['PNR', 'Pentair']"
PNW,Pinnacle West Capital Corporation,"['PNW', 'Pinnacle West Capital']"
POR,Portland General Electric Company,"['POR', 'Portland General Electric']"
POST,"Post Holdings, Inc.","['POST', 'Post Holdings']"
PPG,"PPG Industries, Inc.","['PPG', 'PPG Industries']"
PPL,PPL Corporation,"['PPL', 'PPL']"
PR,Permian Resources Corporation,"['PR', 'Permian Resources']"
PRA,ProAssurance Corporation,"['PRA', 'ProAssurance']"
PRG,"PROG Holdings, Inc.","['PRG', 'PROG Holdings']"
PRGO,Perrigo Company plc,"['PRGO', 'Perrigo']"
PRI,"Primerica, Inc.","['PRI', 'Primerica']"
PRIM,Primoris Services Corporation,"['PRIM', 'Primoris']"
PRLB,"Proto Labs, Inc.","['PRLB', 'Proto Labs']"
PRM,"Perimeter Solutions, SA","['PRM', 'Perimeter Solutions']"
PRMW,Primo Water Corporation,"['PRMW', 'Primo Water']"
PRO,"PROS Holdings, Inc.","['PRO', 'PROS Holdings']"
PRU,"Prudential Financial, Inc.","['PRU', 'Prudential Financial']"
PSA,Public Storage,"['PSA', 'Public Storage']"
PSFE,Paysafe Limited,"['PSFE', 'Paysafe']"
PSN,Parsons Corporation,"['PSN', 'Parsons']"
PSO,Pearson plc,"['PSO', 'Pearson']"
PSTG,"Pure Storage, Inc.","['PSTG', 'Pure Storage']"
PSX,Phillips 66,"['PSX', 'Phillips 66']"
PUK,Prudential plc,"['PUK', 'Prudential']"
PUMP,ProPetro Holding Corp.,"['PUMP', 'ProPetro Holding']"
PVH,PVH Corp.,"['PVH', 'PVH']"
PWR,"Quanta Services, Inc.","['PWR', 'Quanta']"
PWSC,"PowerSchool Holdings, Inc.","['PWSC', 'PowerSchool Holdings']"
PX,"P10, Inc.","['PX', 'P10']"
PXD,Pioneer Natural Resources Company,"['PXD', 'Pioneer Natural Resources']"
QGEN,Qiagen N.V.,"['QGEN', 'Qiagen NV']"
QS,QuantumScape Corporation,"['QS', 'QuantumScape']"
QSR,Restaurant Brands International Inc.,"['QSR', 'Brands']"
QTWO,"Q2 Holdings, Inc.","['QTWO', 'Q2 Holdings']"
QUAD,"Quad/Graphics, Inc.","['QUAD', 'Quad/Graphics']"
R,"Ryder System, Inc.","['R', 'Ryder System']"
RACE,Ferrari N.V.,"['RACE', 'Ferrari NV']"
RAMP,"LiveRamp Holdings, Inc.","['RAMP', 'LiveRamp Holdings']"
RBA,"RB Global, Inc.","['RBA', 'RB Global']"
RBC,RBC Bearings Incorporated,"['RBC', 'RBC Bearings']"
RBLX,Roblox Corporation,"['RBLX', 'Roblox']"
RC,Ready Capital Corporation,"['RC', 'Ready Capital']"
RCL,Royal Caribbean Cruises Ltd.,"['RCL', 'Royal Caribbean Cruises']"
RCUS,"Arcus Biosciences, Inc.","['RCUS', 'Arcus Biosciences']"
RDN,Radian Group Inc.,"['RDN', 'Radian']"
RDY,Dr. Reddy's Laboratories Limited,"['RDY', ""Dr Reddy's Laboratories""]"
RELX,RELX PLC,"['RELX', 'RELX']"
